,Restaurant_Name,longitude,lattitude,rad_longi,rad_latit,e_distance
1905,Davangiri Hotel,73.80467,18.55773,1.2880965044722223,0.32388393775,0.001268969593052765
1906,Hotel Priyanka,73.8257,18.44632,1.288463536388889,0.3219395237777778,0.0008916074672477681
1907,Mahesh Lunch Home,73.87243,18.52063,1.2892791046944445,0.3232364396944445,0.001506601759267122
1908,Saranga,73.78765,18.45492,1.2877994581944445,0.3220896176666667,0.0005499211865644115
1909,Punjabi Chole Bhature,73.85305,18.45747,1.2889408698611111,0.32213412225,0.0011532559169412791
1910,Mr & Mrs Panipuri,73.86433,18.46892,1.2891377371944446,0.3223339565555556,0.0012729029217541925
1911,Chill Out,73.8528,18.45715,1.2889365066666667,0.32212853736111113,0.001151740859612539
1912,Southin Cafe,73.8528,18.45715,1.2889365066666667,0.32212853736111113,0.001151740859612539
1913,The Momo Monk,73.8528,18.45715,1.2889365066666667,0.32212853736111113,0.001151740859612539
1914,Rohman Cakes & Bakes,73.85052,18.45543,1.2888967143333334,0.3220985185833334,0.0011298723044314183
1915,Kolhapuri Misal,73.87226,18.48335,1.2892761377222222,0.32258580013888893,0.0013770454128815032
1916,Chicken Xperience Venky's,73.85064,18.45544,1.2888988086666666,0.3220986931111111,0.0011316385956110899
1917,The Walnut Sweets,73.80395,18.5579,1.2880839384722225,0.32388690472222226,0.0012700182048002663
1918,Hideout,73.85069,18.45544,1.2888996813055555,0.3220986931111111,0.001132409024972652
1919,Limra Restaurant,73.87542,18.50814,1.2893312885000001,0.3230184545,0.0014831676150586003
1920,Shiv Shambho Vadapav Corner,73.87186,18.48201,1.2892691566111112,0.3225624134166667,0.0013710269166742092
1921,Shree Caterers,73.86547,18.46998,1.2891576333611112,0.3223524565,0.001288144032943084
1922,Punjabi Combo Paratha House,73.85328,18.45716,1.288944884,0.32212871188888886,0.0011592116080982105
1923,Supreme Corner,73.86774,18.47333,1.2891972511666667,0.3224109233055556,0.0013158561707642985
1924,New Poona Cold Drinks House,73.87425,18.51632,1.2893108687500001,0.32316121822222227,0.0015076310015740319
1925,Gokul Pure Veg,73.86435,18.46812,1.2891380862500001,0.32231999433333336,0.0012765643270832557
1926,Hotel Aswad Khanawal,73.85317,18.45683,1.2889429641944445,0.3221229524722222,0.0011599885783010943
1927,Tasty Spoon,73.85335,18.45682,1.2889461056944447,0.3221227779444445,0.0011628906323145525
1928,Healthy Tasty,73.85335,18.45682,1.2889461056944447,0.3221227779444445,0.0011628906323145525
1929,Tasty Gem,73.85335,18.45682,1.2889461056944447,0.3221227779444445,0.0011628906323145525
1930,Tasty Hut,73.85335,18.45682,1.2889461056944447,0.3221227779444445,0.0011628906323145525
1931,Tasty Kona,73.85335,18.45682,1.2889461056944447,0.3221227779444445,0.0011628906323145525
1932,Tasty Oh Tasty,73.85335,18.45682,1.2889461056944447,0.3221227779444445,0.0011628906323145525
1933,Hotel New Pallavi,73.80902,18.55948,1.2881724240555559,0.3239144801111111,0.0013127924222829834
1934,Farmaaish Veg Non Veg,73.79495,18.55526,1.2879268634722223,0.3238408293888889,0.0012108268946435853
1935,House Of Kulfi,73.822072,18.444875,1.2884002177111111,0.3219143045138889,0.0008735344913909919
1936,Foodland Restaurant,73.87184,18.52527,1.2892688075555558,0.32331742058333335,0.001531756491869797
1937,Chinese Katta,73.85325,18.4562,1.2889443604166668,0.32211195722222224,0.0011660901431204543
1938,Rangda Punjab,73.77652,18.54266,1.2876052087777778,0.32362092438888895,0.0010334980339258527
1939,The Tea Shop,73.87456,18.51794,1.2893162791111112,0.3231894917222222,0.001522849343218053
1940,Sampan Hotel,73.87474,18.51744,1.2893194206111112,0.32318076533333334,0.0015225952973561083
1941,Cream and Crush,73.86401,18.46621,1.2891321523055554,0.3222866595277778,0.0012793574441574242
1942,Giridhar,73.79453,18.55583,1.2879195333055555,0.32385077747222224,0.0012206320807405338
1943,Indore Spices,73.80909,18.56023,1.28817364575,0.3239275696944445,0.0013258512410332993
1944,Rajmachi Veg Nonveg Restaurant,73.86411,18.46624,1.2891338975833333,0.3222871831111111,0.0012808983135775777
1945,Swarajya Veg-Nonveg Restaurant,73.86411,18.46624,1.2891338975833333,0.3222871831111111,0.0012808983135775777
1946,Mysore Junction,73.87663,18.49716,1.2893524063611113,0.32282682300000004,0.0014658276773989029
1947,Laziz Pizza,73.80884,18.56027,1.2881692825555555,0.32392826780555556,0.001325640496384486
1948,Ganesh Bhel,73.80432,18.55936,1.288090396,0.3239123857777778,0.00129616905576645
1949,Jaishankar Pani Puriwala,73.87636,18.5116,1.2893476941111113,0.3230788411111112,0.0015157666261953885
1950,China Toda,73.87642,18.51139,1.2893487412777778,0.32307517602777774,0.0015156871367338783
1951,Wicked China,73.87642,18.51139,1.2893487412777778,0.32307517602777774,0.0015156871367338783
1952,China Love,73.87642,18.51139,1.2893487412777778,0.32307517602777774,0.0015156871367338783
1953,Sri Krishna Hotel,73.87642,18.51214,1.2893487412777778,0.3230882656111111,0.0015195805979630532
1954,Greenlland Barbeque,73.79453,18.55623,1.2879195333055555,0.3238577585833333,0.0012276122857795555
1955,Siddharth Pav Bhaji,73.87471,18.5197,1.2893188970277776,0.3232202086111111,0.0015368115890520974
1956,G1's Vishwa,73.80951,18.56068,1.288180975916667,0.3239354234444445,0.0013350611276540995
1957,The Pizza Treat,73.85074,18.45344,1.2889005539444445,0.3220637875555556,0.0011499681763681485
1958,Itss Yummyy,73.85357,18.45536,1.2889499453055557,0.3220972968888889,0.0011776578492587123
1959,Angan Bar & Restaurant,73.85358,18.45529,1.2889501198333333,0.3220960751944445,0.0011783668500580757
1960,Hotel Chintamani,73.86454,18.46582,1.2891414022777778,0.32227985294444444,0.0012901022029849047
1961,Chinese House,73.85288,18.45474,1.288937902888889,0.3220864761666667,0.0011719141963011696
1962,R.K Chinese House,73.85288,18.45474,1.288937902888889,0.3220864761666667,0.0011719141963011696
1963,Diamond Biryani,73.8773,18.50745,1.2893640997222224,0.3230064120833333,0.0015118188571136885
1964,Raje Chinese Restaurant,73.87691,18.51123,1.2893572931388888,0.32307238358333334,0.0015230515294340575
1965,Altitude The Rooftop Bar,73.87095,18.52977,1.2892532745833332,0.3233959580833333,0.0015550199150401371
1966,The Royal Veg,73.87095,18.52977,1.2892532745833332,0.3233959580833333,0.0015550199150401371
1967,The Majestic,73.87095,18.52977,1.2892532745833332,0.3233959580833333,0.0015550199150401371
1968,Pizzeria Cafe,73.85265,18.45427,1.28893388875,0.32207827336111117,0.0011722005109727224
1969,Perro's Pizzeria,73.85265,18.45427,1.28893388875,0.32207827336111117,0.0011722005109727224
1970,The Cake Carnival,73.85309,18.45452,1.2889415679722223,0.3220826365555555,0.0011769437628639974
1971,Rutuja Kulfi & Rabdi,73.86435,18.46506,1.2891380862500001,0.32226658883333337,0.0012905863750866822
1972,Polka Dots,73.80737,18.56095,1.2881436269722224,0.3239401356944444,0.0013323299437509996
1973,Kailash Parbat,73.80737,18.56095,1.2881436269722224,0.3239401356944444,0.0013323299437509996
1974,Shahi Marathi,73.80737,18.56095,1.2881436269722224,0.3239401356944444,0.0013323299437509996
1975,Fly High,73.80737,18.56095,1.2881436269722224,0.3239401356944444,0.0013323299437509996
1976,Kwality Walls,73.80737,18.56095,1.2881436269722224,0.3239401356944444,0.0013323299437509996
1977,Wok Talk,73.80737,18.56095,1.2881436269722224,0.3239401356944444,0.0013323299437509996
1978,Sassy Teaspoon,73.80737,18.56095,1.2881436269722224,0.3239401356944444,0.0013323299437509996
1979,Burger King,73.80737,18.56095,1.2881436269722224,0.3239401356944444,0.0013323299437509996
1980,Kareem's,73.80737,18.56095,1.2881436269722224,0.3239401356944444,0.0013323299437509996
1981,Cafe Arabia,73.80737,18.56095,1.2881436269722224,0.3239401356944444,0.0013323299437509996
1982,Hotel Marathwada,73.77553,18.54362,1.287587930527778,0.32363767905555557,0.0010545486675603826
1983,Padmavathi South Indian Tiffins,73.853625,18.454705,1.2889509052083332,0.3220858653194445,0.0011837279656363906
1984,Yalla Momos,73.80472,18.56047,1.2880973771111113,0.3239317583611111,0.0013163638095205691
1985,Night Option,73.87734,18.51145,1.2893647978333334,0.32307622319444446,0.0015313483445620938
1986,Smokers House,73.85133,18.45303,1.2889108510833336,0.32205663191666667,0.0011624548119766847
1987,Bangalore Iyengar's Bakery,73.80308,18.56025,1.2880687545555556,0.32392791875,0.0013085655752737774
1988,Shree Ganesh Fast Food,73.80277,18.56017,1.2880633441944445,0.32392652252777776,0.001306492819375765
1989,Shree Ganesh Fast Food & Snacks,73.80277,18.56017,1.2880633441944445,0.32392652252777776,0.001306492819375765
1990,Aundh Katta,73.80951,18.56162,1.288180975916667,0.3239518290555556,0.0013511032155502259
1991,2BHK Diner & Key Club,73.8702,18.5325,1.2892401850000001,0.3234436041666667,0.0015678190772676858
1992,Richie's Cake Shop,73.80471,18.5608,1.2880972025833335,0.3239375177777778,0.0013220322033132604
1993,Suruchi Restaurant,73.85803,18.45781,1.2890277846944445,0.32214005619444447,0.0012299051875579573
1994,Late Lateef,73.80192,18.56016,1.2880485093333331,0.32392634800000003,0.001304545581397957
1995,Great Poona Cold Drink House,73.87724,18.5145,1.2893630525555555,0.3231294541666667,0.001546034950059257
1996,Regal Sweets,73.87725,18.51455,1.2893632270833335,0.32313032680555553,0.0015464820611822386
1997,Rathod Snacks,73.87799,18.51064,1.289376142138889,0.32306208644444445,0.0015381765564643698
1998,Ali Bhopali,73.87795,18.511267,1.2893754440277778,0.32307302933611115,0.0015406154448469175
1999,Sambar Pure Veg,73.86308,18.46232,1.2891159212222223,0.3222187682222222,0.001283855420966658
2000,Rudra Pure Veg,73.86308,18.46232,1.2891159212222223,0.3222187682222222,0.001283855420966658
2001,Indra Pure Veg,73.86308,18.46232,1.2891159212222223,0.3222187682222222,0.001283855420966658
2002,Godse Pure Veg,73.86308,18.46232,1.2891159212222223,0.3222187682222222,0.001283855420966658
2003,Rajveer Pure Veg,73.86308,18.46232,1.2891159212222223,0.3222187682222222,0.001283855420966658
2004,Mrunal Pure Veg,73.86308,18.46232,1.2891159212222223,0.3222187682222222,0.001283855420966658
2005,Vidisha Pure Veg,73.86308,18.46232,1.2891159212222223,0.3222187682222222,0.001283855420966658
2006,Pride Pure Veg,73.86308,18.46232,1.2891159212222223,0.3222187682222222,0.001283855420966658
2007,Palvi Pure Veg,73.86308,18.46232,1.2891159212222223,0.3222187682222222,0.001283855420966658
2008,Pure Veg Point,73.86308,18.46232,1.2891159212222223,0.3222187682222222,0.001283855420966658
2009,Pure Veg Divine,73.86308,18.46232,1.2891159212222223,0.3222187682222222,0.001283855420966658
2010,Chaitanya,73.80252,18.56067,1.288058981,0.32393524891666664,0.0013146156195967746
2011,Guru's Cafe,73.878585,18.507065,1.2893865265416669,0.3229996927638889,0.0015319166572867035
2012,Soul Spice Restaurant,73.84632,18.44921,1.288823412666667,0.3219899623055556,0.0011238670819022564
2013,Lucky Cafe,73.87787,18.5131,1.2893740478055555,0.3231050202777778,0.001548782441756011
2014,Cafe Lucky,73.87787,18.5131,1.2893740478055555,0.3231050202777778,0.001548782441756011
2015,Bangalore Cafe Pure Veg,73.87871,18.50705,1.2893887081388888,0.3229994309722222,0.0015339709558638943
2016,Shamiyana Veg & Non-veg,73.87389,18.52716,1.2893045857500003,0.32335040633333334,0.0015785868856448627
2017,Nic Natural Ice Cream,73.87688,18.51925,1.2893567695555557,0.3232123548611111,0.0015689195818064628
2018,The Chef's Way Cafe,73.82885,18.56248,1.288518512638889,0.32396683844444446,0.0014727909843781774
2019,Coffee & More,73.8292,18.56243,1.2885246211111112,0.3239659658055556,0.0014745770144003933
2020,Cafe Coffeeholic,73.87795,18.51519,1.2893754440277778,0.32314149658333335,0.001561668333553582
2021,Baskin Robbins,73.8077,18.56246,1.2881493863888889,0.32396648938888895,0.0013592928328389495
2022,4 Seasons,73.87912,18.50773,1.2893958637777778,0.3230112988611111,0.0015438032429772519
2023,Shree Swami Samarth Choupati,73.87553,18.4813,1.2893332083055555,0.3225500219444445,0.0014356431481343005
2024,Pushkaraj Garden,73.85866,18.45689,1.2890387799444445,0.32212399963888894,0.001246432338794541
2025,Samrajya Misal,73.87435,18.52714,1.289312614027778,0.32335005727777777,0.0015855769463478326
2026,Hotel Samrajya,73.87435,18.52714,1.289312614027778,0.32335005727777777,0.0015855769463478326
2027,Gelato Da Vinci,73.87721,18.51915,1.2893625289722224,0.3232106095833333,0.0015736250022799498
2028,Donut Magic,73.87721,18.51915,1.2893625289722224,0.3232106095833333,0.0015736250022799498
2029,McDonald's,73.80753,18.56269,1.2881464194166667,0.3239705035277778,0.0013626988738428042
2030,Shri Krishna Vadewale,73.87581,18.48142,1.2893380950833335,0.3225521162777778,0.0014404071020037636
2031,Cafe Aryan,73.87592,18.48146,1.289340014888889,0.3225528143888889,0.001442286404657163
2032,Cafe Creme,73.80311,18.56188,1.2880692781388892,0.3239563667777778,0.0013368468350531393
2033,R&J Book cafe,73.80793,18.56295,1.2881534005277777,0.32397504125000004,0.001368438394528347
2034,Jija Veg And Non Veg,73.81745,18.56393,1.288319550972222,0.32399214497222223,0.0014250578764204314
2035,Food Factory 24,73.80735,18.56295,1.2881432779166668,0.32397504125000004,0.0013665987501929263
2036,Tipsy Turtle,73.75721,18.50082,1.287268195638889,0.3228907001666667,0.0006831870856752317
2037,Ambar Family Restaurant,73.80286,18.56199,1.2880649149444445,0.32395828658333337,0.0013382058570238857
2038,Amber Family Restaurant,73.80286,18.56199,1.2880649149444445,0.32395828658333337,0.0013382058570238857
2039,Sahare Dining Hall,73.87636,18.52322,1.2893476941111113,0.3232816423888889,0.0015876411209555456
2040,Hotel Rakesh & Snack Centre,73.87692,18.52176,1.2893574676666668,0.32325616133333335,0.0015863346153971473
2041,Sai Veg Non Veg,73.87692,18.52176,1.2893574676666668,0.32325616133333335,0.0015863346153971473
2042,Sugardough,73.80451,18.56254,1.2880937120277776,0.3239678856111111,0.0013515620534624185
2043,Hindustan Tea House,73.87555,18.52586,1.2893335573611113,0.32332771772222224,0.0015943687179905785
2044,Hotel Bhandary,73.87555,18.5259,1.2893335573611113,0.3233284158333333,0.0015946742111775294
2045,Dosa Xprs,73.87881,18.51522,1.2893904534166667,0.32314202016666665,0.0015760284016874148
2046,Nandu's Paratha,73.87647,18.48179,1.2893496139166667,0.3225585738055556,0.0014515756571775104
2047,Cake N Counter,73.87959,18.51072,1.2894040665833333,0.3230634826666667,0.0015653836545294914
2048,Meghdoot's,73.87868,18.51606,1.2893881845555557,0.3231566805,0.0015787100163774102
2049,Pasteur Bakery,73.87866,18.51648,1.2893878355,0.3231640106666667,0.001580840587694549
2050,Hotel Alnoor,73.81292,18.56419,1.288240489888889,0.3239966826944445,0.0014082082282356422
2051,Mad Eats,73.879894,18.509879,1.2894093722277777,0.3230488048805556,0.001566497835997968
2052,VT Eats,73.879894,18.509879,1.2894093722277777,0.3230488048805556,0.001566497835997968
2053,East Street Sandwich,73.879894,18.509879,1.2894093722277777,0.3230488048805556,0.001566497835997968
2054,The Indian Street,73.879894,18.509879,1.2894093722277777,0.3230488048805556,0.001566497835997968
2055,Hotel Jai Bhawani,73.8584,18.45542,1.2890342422222223,0.32209834405555554,0.0012529624241206247
2056,Bottoms Up,73.87888,18.51606,1.2893916751111112,0.3231566805,0.0015820012630526998
2057,Tiffinies,73.85368,18.45179,1.2889518651111112,0.3220349904722222,0.0012088074727681522
2058,Hot N Yummy,73.83575,18.56205,1.2886389368055557,0.32395933375,0.0015207314449347613
2059,Cafe Bon Apetit,73.8785,18.5186,1.2893850430555556,0.32320101055555556,0.0015911057245641578
2060,Hotel DayNight,73.87889,18.5171,1.289391849638889,0.32317483138888886,0.0015882967610820159
2061,Vardhan Pure Veg,73.87527,18.47749,1.2893286705833336,0.32248352686111115,0.0014363779252864431
2062,Hotel Vithal,73.84943,18.44882,1.2888776908055557,0.32198315572222225,0.0011726250204029108
2063,Hotel Vishal,73.84943,18.44882,1.2888776908055557,0.32198315572222225,0.0011726250204029108
2064,360 Degree - The Patio,73.832906,18.563068,1.2885893011055556,0.3239771006777778,0.0015130284307440455
2065,Divine Foods,73.87919,18.51598,1.289397085472222,0.3231552842777778,0.0015866418570531372
2066,Cafe House Chat Corner,73.87857,18.51874,1.28938626475,0.3232034539444445,0.001593123598433169
2067,Blue Parrot,73.79192,18.55888,1.2878739815555558,0.32390400844444445,0.001273965606538365
2068,Koffee Villa,73.8656,18.462,1.2891599022222224,0.3222131833333333,0.0013273350975804498
2069,Poona Burger Project,73.85367,18.45133,1.2889516905833331,0.32202696219444443,0.0012126299770137225
2070,Swad Veg,73.81241,18.56459,1.2882315889722222,0.32400366380555556,0.0014128663603666307
2071,Aman Caterers,73.81165,18.56455,1.2882183248611112,0.3240029656944445,0.0014091305119459886
2072,Satkar,73.83716,18.56208,1.2886635452222222,0.3239598573333334,0.001533296804142455
2073,Red Dragon Chinese,73.8027,18.56293,1.2880621225,0.3239746921944445,0.0013541500958481091
2074,Murli Best Bhelpuri,73.87982,18.51408,1.2894080807222221,0.323122124,0.0015864305046043787
2075,Nirman Family Restaurant & Bar,73.87667,18.52521,1.2893531044722224,0.3233163734166667,0.0016070937222751134
2076,Nawab Asia,73.87777,18.52219,1.2893723025277777,0.32326366602777773,0.0016029272845109706
2077,Easta Cafe,73.87985,18.51424,1.2894086043055557,0.32312491644444447,0.0015877959512874064
2078,Bagban Restaurant,73.87985,18.51424,1.2894086043055557,0.32312491644444447,0.0015877959512874064
2079,Swirl Station,73.87664,18.52549,1.289352580888889,0.3233212601944445,0.0016087131122825564
2080,Craving Station,73.87664,18.52549,1.289352580888889,0.3233212601944445,0.0016087131122825564
2081,Sai Kaveri,73.81287,18.56489,1.2882396172500001,0.32400889963888885,0.0014198562528380814
2082,Shiv Kailash,73.87567,18.52797,1.2893356516944445,0.32336454308333334,0.0016126817901543906
2083,Surve's Pure Non-Veg,73.87961,18.51654,1.289404415638889,0.3231650578333333,0.0015968074408236389
2084,Sheetal Arch Restaurant,73.88043,18.51237,1.2894187269166668,0.32309227975000004,0.0015876159683539976
2085,Chinese Room,73.87959,18.51681,1.2894040665833333,0.32316977008333336,0.001598063118325977
2086,Amber Juice World,73.87944,18.51746,1.2894014486666667,0.3231811143888889,0.001599470214996806
2087,Khana.com,73.875858,18.52801,1.2893389328166667,0.32336524119444443,0.0016159211931833345
2088,Hotel Ravi,73.87922,18.51854,1.2893976090555557,0.32319996338888896,0.0016024693490580455
2089,Hotel Grandeur,73.87931,18.51872,1.2893991798055557,0.32320310488888887,0.001605056026077687
2090,Taste Of Nawab,73.78369,18.55502,1.2877303451944446,0.32383664072222224,0.001218181197566027
2091,Republic of Noodles - Lemon Tree Premier,73.8764,18.52735,1.2893483922222222,0.3233537223611111,0.0016191722286984795
2092,Cafe Maroo,73.80931,18.56491,1.2881774853611112,0.3240092486944445,0.0014066233181325872
2093,Coronation Restaurant,73.87619,18.52801,1.289344727138889,0.32336524119444443,0.0016210836931105626
2094,The London Shakes,73.8648,18.45992,1.28914594,0.32217688155555557,0.0013260574615022182
2095,Naaz Bakery,73.87966,18.51788,1.289405288277778,0.3231884445555556,0.0016056088876672263
2096,Chhajja - The Coffee Shop,73.79034,18.55922,1.2878464061666668,0.3239099423888889,0.00128075161736473
2097,United-21 Hotel,73.78744,18.55774,1.2877957931111113,0.32388411227777775,0.001258114957493116
2098,Cafe Diamond Queen,73.87982,18.51833,1.2894080807222221,0.3231962983055556,0.001610969981197651
2099,Tim Luck Luck,73.88106,18.51232,1.2894297221666668,0.3230914071111111,0.001597886588919601
2100,MAYA - RLC,73.84721,18.44612,1.288838945638889,0.32193603322222225,0.0011678979122739055
2101,The Biryani Life,73.7902,18.5594,1.2878439627777778,0.3239130838888889,0.0012839943492181333
2102,The Great Punjab,73.7902,18.5594,1.2878439627777778,0.3239130838888889,0.0012839943492181333
2103,Matoshri Bhel,73.86693,18.46119,1.2891831144166668,0.3221990465833333,0.0013538277329539442
2104,Kailas Restaurant,73.87573,18.53105,1.2893366988611112,0.3234182976388889,0.0016387732138020063
2105,The Terrace Bistro,73.87383,18.53467,1.2893035385833334,0.32348147669444444,0.001641628149999418
2106,Ghar Ka Khana,73.81347,18.56641,1.2882500889166668,0.32403542786111117,0.0014481247140037785
2107,Waffle 101,73.81347,18.56641,1.2882500889166668,0.32403542786111117,0.0014481247140037785
2108,Hotel Sangam,73.81815,18.56671,1.2883317679166668,0.32404066369444445,0.0014750249599385199
2109,Hotel Nisarg,73.77257,18.54728,1.2875362703055555,0.32370155622222224,0.0011312568662734952
2110,Aapla Corner,73.87439,18.47114,1.2893133121388891,0.3223727017222222,0.0014367821305199542
2111,Eat Em Up,73.86674,18.46028,1.2891797983888889,0.32218316455555557,0.001355839348046528
2112,Pick Me Up,73.86674,18.46028,1.2891797983888889,0.32218316455555557,0.001355839348046528
2113,A1 Famous Caterers,73.81179,18.56651,1.2882207682500002,0.3240371731388889,0.001443014854462393
2114,Kerala Cafe,73.78928,18.55986,1.2878279062222224,0.3239211121666667,0.0012928086678135778
2115,JG Resto,73.80222,18.56483,1.288053745166667,0.32400785247222225,0.0013861216851172497
2116,Malvan Baithak,73.75428,18.50013,1.2872170589999998,0.32287865775,0.0007265193942678796
2117,Cafe Sansaar,73.8743,18.53476,1.289311741388889,0.32348304744444445,0.001649459211619743
2118,Hotel Cafe Punjab,73.84154,18.56285,1.288739988388889,0.32397329597222224,0.0015841472223693262
2119,Greens & Olives,73.80453,18.56561,1.2880940610833334,0.3240214656388889,0.0014046570869561041
2120,Al Mustafa Dum Biryani,73.87624,18.53156,1.2893455997777779,0.3234271985555556,0.001650861303633485
2121,Zanzibar Cafe,73.87835,18.52707,1.289382425138889,0.3233488355833333,0.0016475525200683378
2122,Punjab Da Tashan,73.87635,18.53167,1.2893475195833335,0.3234291183611111,0.0016534695163969509
2123,Rolls Magic,73.79773,18.56396,1.2879753821944446,0.3239926685555556,0.001364458177828575
2124,Freshius Biryani & Chinese House,73.88295,18.50916,1.2894627079166665,0.3230362563333334,0.0016147573807933397
2125,The Chocolate Room,73.80748,18.56648,1.2881455467777778,0.32403664955555556,0.0014276524559835811
2126,Royal Garden,73.87523,18.47115,1.2893279724722222,0.32237287625000005,0.0014511763176247834
2127,Sweets Corner,73.80348,18.56579,1.2880757356666666,0.3240246071388889,0.0014053570659794499
2128,Hotel Jagdamba,73.85544,18.44923,1.288982582,0.32199031136111117,0.0012577690952685436
2129,Temptations,73.80247,18.56559,1.2880581083611111,0.3240211165833334,0.0013997912260331332
2130,Woodland's Express,73.87627,18.53244,1.2893461233611112,0.323442557,0.0016587860863419182
2131,Mosaic - Crowne Plaza Pune City Centre,73.87667,18.53166,1.2893531044722224,0.3234289438333333,0.0016582775426555259
2132,M H-14 Tadaka Garden Restaurant,73.8018,18.56558,1.2880464150000002,0.3240209420555556,0.0013983435665832881
2133,Puneri Garden & Restaurant,73.8018,18.56558,1.2880464150000002,0.3240209420555556,0.0013983435665832881
2134,Stonarc Garden Restaurant,73.8018,18.56558,1.2880464150000002,0.3240209420555556,0.0013983435665832881
2135,The Protein King,73.80136,18.56547,1.288038735777778,0.32401902225,0.0013956490535249795
2136,The Protein Room,73.80136,18.56547,1.288038735777778,0.32401902225,0.0013956490535249795
2137,Fit & Fat Bistro,73.80136,18.56547,1.288038735777778,0.32401902225,0.0013956490535249795
2138,Hotel Banana Leaf,73.80058,18.56532,1.2880251226111112,0.32401640433333334,0.0013917524796887633
2139,Woodlands Restaurant and Bar,73.87674,18.53201,1.2893543261666667,0.3234350523055556,0.0016622969360467566
2140,Vadheev Misal,73.80085,18.56543,1.288029834861111,0.32401832413888887,0.0013940960986018724
2141,Apyayan,73.80085,18.56555,1.288029834861111,0.3240204184722223,0.0013961813166750955
2142,Bhaupremi Snacks Corner,73.80762,18.56715,1.2881479901666668,0.32404834291666673,0.0014395919174424205
2143,Shivdutt Snacks Corner,73.80762,18.56715,1.2881479901666668,0.32404834291666673,0.0014395919174424205
2144,MH 12 Global,73.85794,18.44979,1.2890262139444446,0.3220000849166667,0.001290720378198666
2145,Global Spice,73.85794,18.44979,1.2890262139444446,0.3220000849166667,0.001290720378198666
2146,Kapila Garden Restaurant & Bar,73.87637,18.53433,1.2893478686388888,0.32347554275,0.0016766920762030838
2147,Welcome To Khau Galli,73.78627,18.56031,1.2877753733611113,0.3239289659166667,0.0013046094395816003
2148,Dabbaman.com,73.87618,18.53508,1.2893445526111114,0.32348863233333336,0.0016804769217546474
2149,Paratha King,73.87618,18.53525,1.2893445526111114,0.3234915993055556,0.0016819942793700696
2150,Khasbag Misal,73.78746,18.56115,1.2877961421666666,0.32394362625000006,0.0013174068470123133
2151,Shree Jodhpur Sweets,73.87617,18.53532,1.2893443780833334,0.323492821,0.0016824703449369077
2152,Mughal Shahi,73.875655,18.53643,1.2893353899027777,0.32351219358333333,0.001684818338975127
2153,Just Baked,73.87613,18.53563,1.2893436799722224,0.32349823136111117,0.0016846519920389546
2154,Zamu's Place,73.87596,18.53627,1.289340713,0.3235094011388889,0.0016879002228204847
2155,Roshan Snacks Center,73.87592,18.53644,1.289340014888889,0.3235123681111111,0.0016888520193660715
2156,Chutney's,73.87586,18.53666,1.2893389677222222,0.3235162077222222,0.0016899687209089196
2157,Saptagiri,73.85556,18.44722,1.2889846763333332,0.3219552312777778,0.001277754084468209
2158,FC Chaat House,73.78616,18.56143,1.2877734535555554,0.32394851302777783,0.0013242505461880502
2159,Ribbons & Balloons,73.87739,18.53488,1.2893656704722225,0.3234851417777778,0.0016969055452133483
2160,Indorilaal,73.78609,18.56145,1.2877722318611111,0.32394886208333334,0.0013247151094955753
2161,Rehman Chinese,73.75122,18.50065,1.2871636535000002,0.32288773319444447,0.0007798706717531897
2162,Brother's Chinese,73.75122,18.50065,1.2871636535000002,0.32288773319444447,0.0007798706717531897
2163,The Monk Chinese,73.75122,18.50065,1.2871636535000002,0.32288773319444447,0.0007798706717531897
2164,Chinese Garden,73.75122,18.50065,1.2871636535000002,0.32288773319444447,0.0007798706717531897
2165,Nicks Chinese,73.75122,18.50065,1.2871636535000002,0.32288773319444447,0.0007798706717531897
2166,Lee's Chinese,73.75122,18.50065,1.2871636535000002,0.32288773319444447,0.0007798706717531897
2167,Chinese Chaska,73.75122,18.50065,1.2871636535000002,0.32288773319444447,0.0007798706717531897
2168,Star Chinese,73.75122,18.50065,1.2871636535000002,0.32288773319444447,0.0007798706717531897
2169,Monks Chinese,73.75122,18.50065,1.2871636535000002,0.32288773319444447,0.0007798706717531897
2170,VP Alaina Chinese,73.75122,18.50065,1.2871636535000002,0.32288773319444447,0.0007798706717531897
2171,Trupti Chinese,73.75122,18.50065,1.2871636535000002,0.32288773319444447,0.0007798706717531897
2172,JM Chinese,73.75122,18.50065,1.2871636535000002,0.32288773319444447,0.0007798706717531897
2173,Kaka Chinese,73.75122,18.50065,1.2871636535000002,0.32288773319444447,0.0007798706717531897
2174,Chinese Nation,73.75122,18.50065,1.2871636535000002,0.32288773319444447,0.0007798706717531897
2175,The Urban Chinese,73.75122,18.50065,1.2871636535000002,0.32288773319444447,0.0007798706717531897
2176,Sezwan Chinese,73.75122,18.50065,1.2871636535000002,0.32288773319444447,0.0007798706717531897
2177,AS Chinese,73.75122,18.50065,1.2871636535000002,0.32288773319444447,0.0007798706717531897
2178,Chinese,73.75122,18.50065,1.2871636535000002,0.32288773319444447,0.0007798706717531897
2179,Mad Over Chinese,73.75122,18.50065,1.2871636535000002,0.32288773319444447,0.0007798706717531897
2180,Gokul Chinese,73.75122,18.50065,1.2871636535000002,0.32288773319444447,0.0007798706717531897
2181,House Of Thali,73.83216,18.56898,1.2885762813333335,0.3240802815,0.0016000137080708797
